I
1000 Generated by WorldEditor

112 -27.56617649  153.01395168 -27.56616281  153.01399181
111 -27.56617193  153.01407825
111 -27.56618288  153.01412765
111 -27.56625039  153.01411118
111 -27.56624765  153.01407619
113 -27.56637949  153.01405290
111 -27.56626316  153.01418836
112 -27.56624491  153.01417601 -27.56622484  153.01417910
111 -27.56619656  153.01418424
111 -27.56621572  153.01431596
112 -27.56626954  153.01430670 -27.56627593  153.01430259
113 -27.56627866  153.01429024
111 -27.56629326  153.01437153
111 -27.56622393  153.01437771
111 -27.56624218  153.01450634
113 -27.56631424  153.01449296
111 -27.56632519  153.01456397
111 -27.56625404  153.01457014
111 -27.56627137  153.01469877
113 -27.56634343  153.01468540
111 -27.56648573  153.01476954
111 -27.56653319  153.01475585
111 -27.56653761  153.01465748
112 -27.56651553  153.01462760 -27.56650118  153.01462884
113 -27.56646365  153.01463880
111 -27.56645592  153.01457156
111 -27.56650339  153.01456658
112 -27.56651884  153.01452549 -27.56651553  153.01449561
112 -27.56648462  153.01444082 -27.56646144  153.01444331
113 -27.56643716  153.01444829
111 -27.56642502  153.01436736
111 -27.56648242  153.01436736
112 -27.56648904  153.01432128 -27.56648573  153.01429140
112 -27.56645041  153.01424035 -27.56641950  153.01424658
113 -27.56641067  153.01424782
111 -27.56614328  153.01473427
111 -27.56613517  153.01468035
111 -27.56619646  153.01466749
111 -27.56615460  153.01438702
111 -27.56614729  153.01433809
112 -27.56612622  153.01417056 -27.56612020  153.01412415
111 -27.56607504  153.01410603
112 -27.56594259  153.01429281 -27.56591750  153.01432564
111 -27.56593155  153.01440261
111 -27.56594192  153.01446643
111 -27.56595221  153.01452978
111 -27.56596667  153.01461881
111 -27.56597972  153.01461315
111 -27.56599978  153.01472635
111 -27.56600380  153.01476144
113 -27.56602788  153.01475578
110 2 1.00 9.5800 New Taxiway 23
111 -27.57041122  153.01229584
111 -27.57054600  153.01225612
111 -27.57054600  153.01223831
111 -27.57100975  153.01214316
111 -27.57103924  153.01237322
111 -27.57104892  153.01244873
111 -27.57137497  153.01238835
111 -27.57146870  153.01291887
111 -27.57107454  153.01299132
111 -27.57109944  153.01312115
111 -27.57111340  153.01319390
111 -27.57041476  153.01332827
111 -27.57036472  153.01302379
111 -27.57047138  153.01284932
113 -27.57039049  153.01228046
110 4 1.50 51.1800 New Taxiway 22
112 -27.56931587  153.00782822 -27.56929245  153.00782235
112 -27.56924560  153.00787813 -27.56922738  153.00788694
112 -27.56858971  153.00880300 -27.56855588  153.00883530
112 -27.56854026  153.00879419 -27.56857930  153.00872373
112 -27.56895409  153.00820698 -27.56898793  153.00814238
112 -27.56917533  153.00789281 -27.56918834  153.00785465
112 -27.56919875  153.00773720 -27.56916231  153.00769316
112 -27.56925081  153.00766967 -27.56928204  153.00766674
112 -27.56933409  153.00763150 -27.56936793  153.00759921
112 -27.57104731  153.00531395 -27.57107565  153.00524645
112 -27.57111029  153.00514342 -27.57111344  153.00510789
111 -27.57109769  153.00507947
111 -27.57130555  153.00528197
112 -27.57111659  153.00533882 -27.57104731  153.00543474
111 -27.56941911  153.00766227
114 -27.56938132  153.00776530 -27.56940652  153.00779017
110 4 1.50 9.5800 New Taxiway 22
111 -27.56946277  153.00784067
111 -27.57032065  153.00864987
112 -27.57050942  153.00905045 -27.57053518  153.00927976
112 -27.57078918  153.01127888 -27.57082927  153.01148881
112 -27.57089511  153.01165675 -27.57093233  153.01170197
111 -27.57096955  153.01172781
111 -27.57066948  153.01189559
111 -27.56729938  153.01251758
111 -27.56730649  153.01259579
112 -27.56721760  153.01262387 -27.56717138  153.01267400
112 -27.56697378  153.01287016 -27.56690611  153.01296411
111 -27.56670965  153.01324673
112 -27.56666020  153.01324673 -27.56669143  153.01319094
112 -27.56690746  153.01286798 -27.56694390  153.01281219
112 -27.56705061  153.01265952 -27.56707143  153.01263016
112 -27.56713129  153.01254208 -27.56717034  153.01251859
112 -27.56728225  153.01246868 -27.56734472  153.01244519
111 -27.57011591  153.01188192
112 -27.57008441  153.01181409 -27.57004147  153.01175919
111 -27.56995558  153.01167845
112 -27.56995272  153.01159770 -27.57000711  153.01163969
112 -27.57026478  153.01185285 -27.57031632  153.01184962
112 -27.57068757  153.01177991 -27.57071906  153.01176376
112 -27.57077632  153.01158173 -27.57075810  153.01145254
111 -27.57046245  153.00909135
112 -27.57026888  153.00869582 -27.57009450  153.00853434
111 -27.56941518  153.00789133
112 -27.56931587  153.00782822 -27.56929245  153.00782235
112 -27.56919875  153.00773720 -27.56916231  153.00769316
112 -27.56909464  153.00760214 -27.56906081  153.00754929
112 -27.56907122  153.00752874 -27.56913889  153.00754636
112 -27.56925081  153.00766967 -27.56928204  153.00766674
114 -27.56938132  153.00776530 -27.56940652  153.00779017
110 3 1.00 9.5800 New Taxiway 42
111 -27.56730630  153.01255997
111 -27.57069607  153.01193226
111 -27.57054600  153.01223831
111 -27.57051054  153.01278992
111 -27.57057533  153.01338315
111 -27.56910530  153.01364188
111 -27.56930145  153.01461334
111 -27.56595292  153.01524135
113 -27.56584901  153.01466330
130 Airport Boundary 1
111 -27.57093403  152.99622855
111 -27.57333877  152.99674522
111 -27.57520571  153.00302347
111 -27.57654510  153.00339740
111 -27.57820551  153.01302044
111 -27.56533720  153.01554708
111 -27.56245942  153.01209752
111 -27.56936135  153.00241580
113 -27.56795942  152.99713704
120 Linear Feature 1
111 -27.57194898  153.01117473 3
115 -27.57237875  153.01110056
120 Linear Feature 195
111 -27.57408929  153.00032026 20
115 -27.57412076  153.00042677
120 Linear Feature 195
111 -27.57404061  153.00016444 20
115 -27.57407208  153.00027096
120 Linear Feature 195
111 -27.57399306  153.00000480 20
115 -27.57402453  153.00011131
120 Linear Feature 195
111 -27.57394551  152.99984643 20
115 -27.57397698  152.99995294
120 Linear Feature 195
111 -27.57389816  152.99968968 20
115 -27.57392963  152.99979619
120 Linear Feature 195
111 -27.57380039  152.99937503 20
115 -27.57383186  152.99948154
120 Linear Feature 195
111 -27.57384670  152.99953062 20
115 -27.57387818  152.99963713
120 Linear Feature 195
111 -27.57377287  153.00045268 20
115 -27.57380434  153.00055919
120 Linear Feature 195
111 -27.57372419  153.00029686 20
115 -27.57375566  153.00040338
120 Linear Feature 195
111 -27.57367664  153.00013722 20
115 -27.57370811  153.00024373
120 Linear Feature 195
111 -27.57362909  152.99997885 20
115 -27.57366056  153.00008536
120 Linear Feature 195
111 -27.57358175  152.99982210 20
115 -27.57361322  152.99992861
120 Linear Feature 195
111 -27.57348397  152.99950745 20
115 -27.57351545  152.99961396
120 Linear Feature 195
111 -27.57353029  152.99966304 20
115 -27.57356176  152.99976955
120 Linear Feature 195
111 -27.57392938  153.00038551 20
115 -27.57396085  153.00049202
120 Linear Feature 195
111 -27.57388070  153.00022970 20
115 -27.57391217  153.00033621
120 Linear Feature 195
111 -27.57383315  153.00007005 20
115 -27.57386462  153.00017656
120 Linear Feature 195
111 -27.57378560  152.99991168 20
115 -27.57381707  153.00001819
120 Linear Feature 195
111 -27.57373825  152.99975493 20
115 -27.57376973  152.99986144
120 Linear Feature 195
111 -27.57364048  152.99944028 20
115 -27.57367195  152.99954679
120 Linear Feature 195
111 -27.57368680  152.99959587 20
115 -27.57371827  152.99970238
120 Linear Feature 195
111 -27.57361296  153.00051793 20
115 -27.57364443  153.00062444
120 Linear Feature 195
111 -27.57356428  153.00036212 20
115 -27.57359575  153.00046863
120 Linear Feature 195
111 -27.57351673  153.00020247 20
115 -27.57354820  153.00030898
120 Linear Feature 195
111 -27.57346918  153.00004410 20
115 -27.57350065  153.00015061
120 Linear Feature 195
111 -27.57342184  152.99988735 20
115 -27.57345331  152.99999386
120 Linear Feature 195
111 -27.57332407  152.99957270 20
115 -27.57335554  152.99967921
120 Linear Feature 195
111 -27.57337038  152.99972829 20
115 -27.57340185  152.99983480
120 Linear Feature 195
111 -27.57401188  153.00035289 20
115 -27.57404336  153.00045940
120 Linear Feature 195
111 -27.57396320  153.00019707 20
115 -27.57399467  153.00030358
120 Linear Feature 195
111 -27.57391565  153.00003742 20
115 -27.57394712  153.00014394
120 Linear Feature 195
111 -27.57386810  152.99987905 20
115 -27.57389957  152.99998556
120 Linear Feature 195
111 -27.57382076  152.99972231 20
115 -27.57385223  152.99982882
120 Linear Feature 195
111 -27.57372299  152.99940766 20
115 -27.57375446  152.99951417
120 Linear Feature 195
111 -27.57376930  152.99956324 20
115 -27.57380077  152.99966975
120 Linear Feature 195
111 -27.57369547  153.00048531 20
115 -27.57372694  153.00059182
120 Linear Feature 195
111 -27.57364679  153.00032949 20
115 -27.57367826  153.00043600
120 Linear Feature 195
111 -27.57359924  153.00016984 20
115 -27.57363071  153.00027636
120 Linear Feature 195
111 -27.57355169  153.00001147 20
115 -27.57358316  153.00011798
120 Linear Feature 195
111 -27.57350435  152.99985473 20
115 -27.57353582  152.99996124
120 Linear Feature 195
111 -27.57340657  152.99954008 20
115 -27.57343804  152.99964659
120 Linear Feature 195
111 -27.57345289  152.99969566 20
115 -27.57348436  152.99980217
120 Linear Feature 195
111 -27.57385198  153.00041814 20
115 -27.57388345  153.00052465
120 Linear Feature 195
111 -27.57380329  153.00026232 20
115 -27.57383477  153.00036883
120 Linear Feature 195
111 -27.57375574  153.00010267 20
115 -27.57378722  153.00020918
120 Linear Feature 195
111 -27.57370819  152.99994430 20
115 -27.57373967  153.00005082
120 Linear Feature 195
111 -27.57366085  152.99978756 20
115 -27.57369232  152.99989407
120 Linear Feature 195
111 -27.57356308  152.99947291 20
115 -27.57359455  152.99957942
120 Linear Feature 195
111 -27.57360939  152.99962849 20
115 -27.57364086  152.99973500
120 Linear Feature 195
111 -27.57353556  153.00055056 20
115 -27.57356703  153.00065707
120 Linear Feature 195
111 -27.57348688  153.00039474 20
115 -27.57351835  153.00050125
120 Linear Feature 195
111 -27.57343933  153.00023509 20
115 -27.57347080  153.00034160
120 Linear Feature 195
111 -27.57339178  153.00007672 20
115 -27.57342325  153.00018324
120 Linear Feature 195
111 -27.57334444  152.99991998 20
115 -27.57337591  153.00002649
120 Linear Feature 195
111 -27.57324666  152.99960533 20
115 -27.57327813  152.99971184
120 Linear Feature 195
111 -27.57329298  152.99976091 20
115 -27.57332445  152.99986742
120 Linear Feature 195
111 -27.57404931  153.00033369 20
115 -27.57408078  153.00044021
120 Linear Feature 195
111 -27.57400063  153.00017788 20
115 -27.57403210  153.00028439
120 Linear Feature 195
111 -27.57395308  153.00001823 20
115 -27.57398455  153.00012474
120 Linear Feature 195
111 -27.57390553  152.99985986 20
115 -27.57393700  152.99996637
120 Linear Feature 195
111 -27.57385819  152.99970312 20
115 -27.57388966  152.99980963
120 Linear Feature 195
111 -27.57376041  152.99938847 20
115 -27.57379188  152.99949498
120 Linear Feature 195
111 -27.57380673  152.99954405 20
115 -27.57383820  152.99965056
120 Linear Feature 195
111 -27.57373289  153.00046611 20
115 -27.57376436  153.00057263
120 Linear Feature 195
111 -27.57368421  153.00031030 20
115 -27.57371568  153.00041681
120 Linear Feature 195
111 -27.57363666  153.00015065 20
115 -27.57366813  153.00025716
120 Linear Feature 195
111 -27.57358911  152.99999228 20
115 -27.57362059  153.00009879
120 Linear Feature 195
111 -27.57354177  152.99983554 20
115 -27.57357324  152.99994205
120 Linear Feature 195
111 -27.57344400  152.99952089 20
115 -27.57347547  152.99962740
120 Linear Feature 195
111 -27.57349031  152.99967647 20
115 -27.57352178  152.99978298
120 Linear Feature 195
111 -27.57388940  153.00039895 20
115 -27.57392087  153.00050546
120 Linear Feature 195
111 -27.57384072  153.00024313 20
115 -27.57387219  153.00034964
120 Linear Feature 195
111 -27.57379317  153.00008348 20
115 -27.57382464  153.00018999
120 Linear Feature 195
111 -27.57374562  152.99992511 20
115 -27.57377709  153.00003162
120 Linear Feature 195
111 -27.57369828  152.99976837 20
115 -27.57372975  152.99987488
120 Linear Feature 195
111 -27.57360050  152.99945372 20
115 -27.57363198  152.99956023
120 Linear Feature 195
111 -27.57364682  152.99960930 20
115 -27.57367829  152.99971581
120 Linear Feature 195
111 -27.57357298  153.00053137 20
115 -27.57360446  153.00063788
120 Linear Feature 195
111 -27.57352430  153.00037555 20
115 -27.57355577  153.00048206
120 Linear Feature 195
111 -27.57347676  153.00021590 20
115 -27.57350823  153.00032241
120 Linear Feature 195
111 -27.57342921  153.00005753 20
115 -27.57346068  153.00016404
120 Linear Feature 195
111 -27.57338186  152.99990079 20
115 -27.57341333  153.00000730
120 Linear Feature 195
111 -27.57328409  152.99958614 20
115 -27.57331556  152.99969265
120 Linear Feature 195
111 -27.57333040  152.99974172 20
115 -27.57336187  152.99984823
120 Linear Feature 195
111 -27.57397191  153.00036632 20
115 -27.57400338  153.00047283
120 Linear Feature 195
111 -27.57392323  153.00021050 20
115 -27.57395470  153.00031702
120 Linear Feature 195
111 -27.57387568  153.00005086 20
115 -27.57390715  153.00015737
120 Linear Feature 195
111 -27.57382813  152.99989249 20
115 -27.57385960  152.99999900
120 Linear Feature 195
111 -27.57378078  152.99973574 20
115 -27.57381225  152.99984225
120 Linear Feature 195
111 -27.57368301  152.99942109 20
115 -27.57371448  152.99952760
120 Linear Feature 195
111 -27.57372932  152.99957667 20
115 -27.57376079  152.99968319
120 Linear Feature 195
111 -27.57365549  153.00049874 20
115 -27.57368696  153.00060525
120 Linear Feature 195
111 -27.57360681  153.00034292 20
115 -27.57363828  153.00044944
120 Linear Feature 195
111 -27.57355926  153.00018328 20
115 -27.57359073  153.00028979
120 Linear Feature 195
111 -27.57351171  153.00002491 20
115 -27.57354318  153.00013142
120 Linear Feature 195
111 -27.57346437  152.99986816 20
115 -27.57349584  152.99997467
120 Linear Feature 195
111 -27.57336659  152.99955351 20
115 -27.57339807  152.99966002
120 Linear Feature 195
111 -27.57341291  152.99970909 20
115 -27.57344438  152.99981561
120 Linear Feature 195
111 -27.57381200  153.00043157 20
115 -27.57384347  153.00053808
120 Linear Feature 195
111 -27.57376332  153.00027575 20
115 -27.57379479  153.00038227
120 Linear Feature 195
111 -27.57371577  153.00011611 20
115 -27.57374724  153.00022262
120 Linear Feature 195
111 -27.57366822  152.99995774 20
115 -27.57369969  153.00006425
120 Linear Feature 195
111 -27.57362087  152.99980099 20
115 -27.57365235  152.99990750
120 Linear Feature 195
111 -27.57352310  152.99948634 20
115 -27.57355457  152.99959285
120 Linear Feature 195
111 -27.57356942  152.99964192 20
115 -27.57360089  152.99974844
120 Linear Feature 195
111 -27.57349558  153.00056399 20
115 -27.57352705  153.00067050
120 Linear Feature 195
111 -27.57344690  153.00040817 20
115 -27.57347837  153.00051469
120 Linear Feature 195
111 -27.57339935  153.00024853 20
115 -27.57343082  153.00035504
120 Linear Feature 195
111 -27.57335180  153.00009016 20
115 -27.57338328  153.00019667
120 Linear Feature 195
111 -27.57330446  152.99993341 20
115 -27.57333593  153.00003992
120 Linear Feature 195
111 -27.57320669  152.99961876 20
115 -27.57323816  152.99972527
120 Linear Feature 195
111 -27.57325300  152.99977434 20
115 -27.57328447  152.99988086
120 Linear Feature 195
111 -27.57406717  153.00032698 20
115 -27.57409864  153.00043349
120 Linear Feature 195
111 -27.57401849  153.00017116 20
115 -27.57404996  153.00027767
120 Linear Feature 195
111 -27.57397094  153.00001152 20
115 -27.57400241  153.00011803
120 Linear Feature 195
111 -27.57392339  152.99985315 20
115 -27.57395486  152.99995966
120 Linear Feature 195
111 -27.57387605  152.99969640 20
115 -27.57390752  152.99980291
120 Linear Feature 195
111 -27.57377827  152.99938175 20
115 -27.57380975  152.99948826
120 Linear Feature 195
111 -27.57382459  152.99953733 20
115 -27.57385606  152.99964385
120 Linear Feature 195
111 -27.57375076  153.00045940 20
115 -27.57378223  153.00056591
120 Linear Feature 195
111 -27.57370207  153.00030358 20
115 -27.57373355  153.00041009
120 Linear Feature 195
111 -27.57365453  153.00014394 20
115 -27.57368600  153.00025045
120 Linear Feature 195
111 -27.57360698  152.99998556 20
115 -27.57363845  153.00009208
120 Linear Feature 195
111 -27.57355963  152.99982882 20
115 -27.57359110  152.99993533
120 Linear Feature 195
111 -27.57346186  152.99951417 20
115 -27.57349333  152.99962068
120 Linear Feature 195
111 -27.57350817  152.99966975 20
115 -27.57353965  152.99977627
120 Linear Feature 195
111 -27.57390726  153.00039223 20
115 -27.57393873  153.00049874
120 Linear Feature 195
111 -27.57385858  153.00023641 20
115 -27.57389005  153.00034292
120 Linear Feature 195
111 -27.57381103  153.00007676 20
115 -27.57384250  153.00018328
120 Linear Feature 195
111 -27.57376348  152.99991840 20
115 -27.57379495  153.00002491
120 Linear Feature 195
111 -27.57371614  152.99976165 20
115 -27.57374761  152.99986816
120 Linear Feature 195
111 -27.57361837  152.99944700 20
115 -27.57364984  152.99955351
120 Linear Feature 195
111 -27.57366468  152.99960258 20
115 -27.57369615  152.99970909
120 Linear Feature 195
111 -27.57359085  153.00052465 20
115 -27.57362232  153.00063116
120 Linear Feature 195
111 -27.57354217  153.00036883 20
115 -27.57357364  153.00047534
120 Linear Feature 195
111 -27.57349462  153.00020918 20
115 -27.57352609  153.00031570
120 Linear Feature 195
111 -27.57344707  153.00005082 20
115 -27.57347854  153.00015733
120 Linear Feature 195
111 -27.57339973  152.99989407 20
115 -27.57343120  153.00000058
120 Linear Feature 195
111 -27.57330195  152.99957942 20
115 -27.57333342  152.99968593
120 Linear Feature 195
111 -27.57334826  152.99973500 20
115 -27.57337974  152.99984152
120 Linear Feature 195
111 -27.57398977  153.00035960 20
115 -27.57402124  153.00046611
120 Linear Feature 195
111 -27.57394109  153.00020379 20
115 -27.57397256  153.00031030
120 Linear Feature 195
111 -27.57389354  153.00004414 20
115 -27.57392501  153.00015065
120 Linear Feature 195
111 -27.57384599  152.99988577 20
115 -27.57387746  152.99999228
120 Linear Feature 195
111 -27.57379865  152.99972902 20
115 -27.57383012  152.99983554
120 Linear Feature 195
111 -27.57370087  152.99941437 20
115 -27.57373234  152.99952089
120 Linear Feature 195
111 -27.57374719  152.99956996 20
115 -27.57377866  152.99967647
120 Linear Feature 195
111 -27.57367335  153.00049202 20
115 -27.57370483  153.00059853
120 Linear Feature 195
111 -27.57362467  153.00033621 20
115 -27.57365614  153.00044272
120 Linear Feature 195
111 -27.57357712  153.00017656 20
115 -27.57360859  153.00028307
120 Linear Feature 195
111 -27.57352957  153.00001819 20
115 -27.57356105  153.00012470
120 Linear Feature 195
111 -27.57348223  152.99986144 20
115 -27.57351370  152.99996796
120 Linear Feature 195
111 -27.57338446  152.99954679 20
115 -27.57341593  152.99965331
120 Linear Feature 195
111 -27.57343077  152.99970238 20
115 -27.57346224  152.99980889
120 Linear Feature 195
111 -27.57382986  153.00042485 20
115 -27.57386133  153.00053137
120 Linear Feature 195
111 -27.57378118  153.00026904 20
115 -27.57381265  153.00037555
120 Linear Feature 195
111 -27.57373363  153.00010939 20
115 -27.57376510  153.00021590
120 Linear Feature 195
111 -27.57368608  152.99995102 20
115 -27.57371755  153.00005753
120 Linear Feature 195
111 -27.57363874  152.99979427 20
115 -27.57367021  152.99990079
120 Linear Feature 195
111 -27.57354096  152.99947962 20
115 -27.57357243  152.99958614
120 Linear Feature 195
111 -27.57358728  152.99963521 20
115 -27.57361875  152.99974172
120 Linear Feature 195
111 -27.57351344  153.00055727 20
115 -27.57354492  153.00066379
120 Linear Feature 195
111 -27.57346476  153.00040146 20
115 -27.57349624  153.00050797
120 Linear Feature 195
111 -27.57341721  153.00024181 20
115 -27.57344869  153.00034832
120 Linear Feature 195
111 -27.57336967  153.00008344 20
115 -27.57340114  153.00018995
120 Linear Feature 195
111 -27.57332232  152.99992669 20
115 -27.57335379  153.00003321
120 Linear Feature 195
111 -27.57322455  152.99961204 20
115 -27.57325602  152.99971856
120 Linear Feature 195
111 -27.57327086  152.99976763 20
115 -27.57330233  152.99987414
120 Linear Feature 195
111 -27.57402719  153.00034041 20
115 -27.57405866  153.00044692
120 Linear Feature 195
111 -27.57397851  153.00018460 20
115 -27.57400998  153.00029111
120 Linear Feature 195
111 -27.57393096  153.00002495 20
115 -27.57396243  153.00013146
120 Linear Feature 195
111 -27.57388341  152.99986658 20
115 -27.57391489  152.99997309
120 Linear Feature 195
111 -27.57383607  152.99970983 20
115 -27.57386754  152.99981634
120 Linear Feature 195
111 -27.57373830  152.99939518 20
115 -27.57376977  152.99950169
120 Linear Feature 195
111 -27.57378461  152.99955077 20
115 -27.57381608  152.99965728
120 Linear Feature 195
111 -27.57371078  153.00047283 20
115 -27.57374225  153.00057934
120 Linear Feature 195
111 -27.57366210  153.00031702 20
115 -27.57369357  153.00042353
120 Linear Feature 195
111 -27.57361455  153.00015737 20
115 -27.57364602  153.00026388
120 Linear Feature 195
111 -27.57356700  152.99999900 20
115 -27.57359847  153.00010551
120 Linear Feature 195
111 -27.57351966  152.99984225 20
115 -27.57355113  152.99994876
120 Linear Feature 195
111 -27.57342188  152.99952760 20
115 -27.57345335  152.99963411
120 Linear Feature 195
111 -27.57346820  152.99968319 20
115 -27.57349967  152.99978970
120 Linear Feature 195
111 -27.57386728  153.00040566 20
115 -27.57389876  153.00051217
120 Linear Feature 195
111 -27.57381860  153.00024985 20
115 -27.57385007  153.00035636
120 Linear Feature 195
111 -27.57377106  153.00009020 20
115 -27.57380253  153.00019671
120 Linear Feature 195
111 -27.57372351  152.99993183 20
115 -27.57375498  153.00003834
120 Linear Feature 195
111 -27.57367616  152.99977508 20
115 -27.57370763  152.99988160
120 Linear Feature 195
111 -27.57357839  152.99946043 20
115 -27.57360986  152.99956694
120 Linear Feature 195
111 -27.57362470  152.99961602 20
115 -27.57365617  152.99972253
120 Linear Feature 195
111 -27.57355087  153.00053808 20
115 -27.57358234  153.00064459
120 Linear Feature 195
111 -27.57350219  153.00038227 20
115 -27.57353366  153.00048878
120 Linear Feature 195
111 -27.57345464  153.00022262 20
115 -27.57348611  153.00032913
120 Linear Feature 195
111 -27.57340709  153.00006425 20
115 -27.57343856  153.00017076
120 Linear Feature 195
111 -27.57335975  152.99990750 20
115 -27.57339122  153.00001402
120 Linear Feature 195
111 -27.57326197  152.99959285 20
115 -27.57329345  152.99969936
120 Linear Feature 195
111 -27.57330829  152.99974844 20
115 -27.57333976  152.99985495
120 Linear Feature 195
111 -27.57394979  153.00037304 20
115 -27.57398126  153.00047955
120 Linear Feature 195
111 -27.57390111  153.00021722 20
115 -27.57393258  153.00032373
120 Linear Feature 195
111 -27.57385356  153.00005757 20
115 -27.57388503  153.00016409
120 Linear Feature 195
111 -27.57380601  152.99989920 20
115 -27.57383748  153.00000571
120 Linear Feature 195
111 -27.57375867  152.99974246 20
115 -27.57379014  152.99984897
120 Linear Feature 195
111 -27.57366089  152.99942781 20
115 -27.57369237  152.99953432
120 Linear Feature 195
111 -27.57370721  152.99958339 20
115 -27.57373868  152.99968990
120 Linear Feature 195
111 -27.57363338  153.00050546 20
115 -27.57366485  153.00061197
120 Linear Feature 195
111 -27.57358470  153.00034964 20
115 -27.57361617  153.00045615
120 Linear Feature 195
111 -27.57353715  153.00018999 20
115 -27.57356862  153.00029650
120 Linear Feature 195
111 -27.57348960  153.00003162 20
115 -27.57352107  153.00013813
120 Linear Feature 195
111 -27.57344225  152.99987488 20
115 -27.57347372  152.99998139
120 Linear Feature 195
111 -27.57334448  152.99956023 20
115 -27.57337595  152.99966674
120 Linear Feature 195
111 -27.57339079  152.99971581 20
115 -27.57342227  152.99982232
120 Linear Feature 195
111 -27.57378988  153.00043829 20
115 -27.57382135  153.00054480
120 Linear Feature 195
111 -27.57374120  153.00028247 20
115 -27.57377267  153.00038898
120 Linear Feature 195
111 -27.57369365  153.00012282 20
115 -27.57372512  153.00022934
120 Linear Feature 195
111 -27.57364610  152.99996445 20
115 -27.57367758  153.00007097
120 Linear Feature 195
111 -27.57359876  152.99980771 20
115 -27.57363023  152.99991422
120 Linear Feature 195
111 -27.57350099  152.99949306 20
115 -27.57353246  152.99959957
120 Linear Feature 195
111 -27.57354730  152.99964864 20
115 -27.57357877  152.99975515
120 Linear Feature 195
111 -27.57347347  153.00057071 20
115 -27.57350494  153.00067722
120 Linear Feature 195
111 -27.57342479  153.00041489 20
115 -27.57345626  153.00052140
120 Linear Feature 195
111 -27.57337724  153.00025524 20
115 -27.57340871  153.00036176
120 Linear Feature 195
111 -27.57332969  153.00009687 20
115 -27.57336116  153.00020339
120 Linear Feature 195
111 -27.57328234  152.99994013 20
115 -27.57331382  153.00004664
120 Linear Feature 195
111 -27.57318457  152.99962548 20
115 -27.57321604  152.99973199
120 Linear Feature 195
111 -27.57323089  152.99978106 20
115 -27.57326236  152.99988757
120 Linear Feature 194
111 -27.57410385  153.00037344 20
115 -27.57349025  153.00062537
120 Linear Feature 194
111 -27.57405517  153.00021763 20
115 -27.57344157  153.00046956
120 Linear Feature 194
111 -27.57400762  153.00005798 20
115 -27.57339402  153.00030991
120 Linear Feature 194
111 -27.57396007  152.99989961 20
115 -27.57334647  153.00015154
120 Linear Feature 194
111 -27.57391273  152.99974287 20
115 -27.57329913  152.99999479
120 Linear Feature 194
111 -27.57381496  152.99942821 20
115 -27.57320135  152.99968014
120 Linear Feature 194
111 -27.57386127  152.99958380 20
115 -27.57324767  152.99983573
120 Linear Feature 191
111 -27.57180935  153.01256904 20
115 -27.57181575  153.01262475
120 Linear Feature 191
111 -27.57183255  153.01290211 20
115 -27.57183894  153.01295782
120 Linear Feature 191
111 -27.57171234  153.01259067 20
115 -27.57171873  153.01264638
120 Linear Feature 191
111 -27.57173553  153.01292374 20
115 -27.57174192  153.01297944
120 Linear Feature 191
111 -27.57161764  153.01260967 20
115 -27.57162403  153.01266538
120 Linear Feature 191
111 -27.57164084  153.01294274 20
115 -27.57164723  153.01299845
120 Linear Feature 191
111 -27.57185235  153.01256183 20
115 -27.57185874  153.01261754
120 Linear Feature 191
111 -27.57187554  153.01289490 20
115 -27.57188193  153.01295061
120 Linear Feature 191
111 -27.57176346  153.01257822 20
115 -27.57176985  153.01263392
120 Linear Feature 191
111 -27.57178666  153.01291128 20
115 -27.57179305  153.01296699
120 Linear Feature 191
111 -27.57166644  153.01259985 20
115 -27.57167283  153.01265555
120 Linear Feature 191
111 -27.57168964  153.01293291 20
115 -27.57169603  153.01298862
120 Linear Feature 191
111 -27.57157174  153.01261885 20
115 -27.57157813  153.01267456
120 Linear Feature 191
111 -27.57159494  153.01295192 20
115 -27.57160133  153.01300763
120 Linear Feature 191
111 -27.57178495  153.01257297 20
115 -27.57179135  153.01262868
120 Linear Feature 191
111 -27.57180815  153.01290604 20
115 -27.57181454  153.01296175
120 Linear Feature 191
111 -27.57168793  153.01259460 20
115 -27.57169433  153.01265031
120 Linear Feature 191
111 -27.57171113  153.01292767 20
115 -27.57171752  153.01298338
120 Linear Feature 191
111 -27.57159324  153.01261361 20
115 -27.57159963  153.01266932
120 Linear Feature 191
111 -27.57161644  153.01294667 20
115 -27.57162283  153.01300238
120 Linear Feature 191
111 -27.57182795  153.01256577 20
115 -27.57183434  153.01262147
120 Linear Feature 191
111 -27.57185114  153.01289883 20
115 -27.57185753  153.01295454
120 Linear Feature 191
111 -27.57173906  153.01258215 20
115 -27.57174545  153.01263786
120 Linear Feature 191
111 -27.57176226  153.01291522 20
115 -27.57176865  153.01297092
120 Linear Feature 191
111 -27.57164204  153.01260378 20
115 -27.57164843  153.01265949
120 Linear Feature 191
111 -27.57166524  153.01293684 20
115 -27.57167163  153.01299255
120 Linear Feature 191
111 -27.57154734  153.01262278 20
115 -27.57155373  153.01267849
120 Linear Feature 191
111 -27.57157054  153.01295585 20
115 -27.57157693  153.01301156
120 Linear Feature 190
111 -27.57185771  153.01275839 20
115 -27.57155100  153.01281644
120 Linear Feature 189
111 -27.57179530  153.01269732 20
111 -27.57180616  153.01276837 20
115 -27.57181589  153.01283200
120 Linear Feature 189
